,T_HMP,WDIR,WS_MAX,SW_IN_AVG,SW_OUT_AVG,LW_IN_AVG,LW_OUT_AVG,PRESS,height,RH,oxypercent
1312,-0.764,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,527.37,5315,12.925,44.94276212838961
1313,-2.823,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.55,5315,20.185,44.94276212838961
1314,-3.871,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.93,5315,9.688,44.9427621283896
1315,-4.685,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.81,5315,10.091,44.9427621283896
1316,-7.882,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.09,5315,70.416,44.9427621283896
1317,-6.058,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.15,5315,19.708,44.94276212838961
1318,-8.01,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.38,5315,50.256,44.94276212838961
1319,-9.84,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.8,5315,95.733,44.94276212838961
1320,-10.98,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.78,5315,100.0,44.94276212838961
1321,-12.59,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.96,5315,94.888,44.94276212838961
1322,-11.5,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,527.79,5315,85.931,44.94276212838961
1323,-12.24,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,526.59,5315,96.688,44.9427621283896
1324,-13.33,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,525.53,5315,99.981,44.9427621283896
1325,-11.57,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.87,5315,35.608,44.94276212838961
1326,-10.04,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.36,5315,98.252,44.94276212838961
1327,-10.11,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.92,5315,83.171,44.94276212838961
1328,-10.38,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,528.84,5315,100.0,44.9427621283896
1329,-10.45,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,527.5,5315,99.003,44.94276212838961
1330,-10.89,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,526.54,5315,98.008,44.94276212838961
1331,-11.12,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,527.21,5315,93.325,44.9427621283896
1332,-11.43,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,527.36,5315,100.0,44.9427621283896
1333,-12.37,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,527.74,5315,100.0,44.9427621283896
1334,-11.1,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,527.92,5315,60.285,44.94276212838961
1335,-8.68,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,527.81,5315,71.025,44.9427621283896
1336,-6.77,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.13,5315,72.642,44.94276212838961
1337,-5.595,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.28,5315,26.377,44.9427621283896
1338,-4.414,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.64,5315,20.264,44.94276212838961
1339,-5.829,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.7,5315,23.231,44.94276212838961
1340,-9.72,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.63,5315,100.0,44.94276212838961
1341,-7.197,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.55,5315,28.641,44.94276212838961
1342,-13.79,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,528.1,5315,82.894,44.94276212838961
1343,-8.86,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.21,5315,78.504,44.94276212838961
1344,-8.04,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.8,5315,100.0,44.94276212838961
1345,-8.85,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.54,5315,84.981,44.94276212838961
1346,-8.49,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,528.34,5315,52.233,44.94276212838961
1347,-10.68,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,527.18,5315,98.461,44.9427621283896
1348,-9.56,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,528.96,5315,93.038,44.94276212838961
1349,-8.99,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.21,5315,99.382,44.94276212838961
1350,-9.54,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,528.75,5315,100.0,44.94276212838961
1351,-5.465,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.41,5315,78.87,44.94276212838961
1352,-6.649,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.68,5315,100.0,44.94276212838961
1353,-2.082,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.48,5315,55.578,44.94276212838961
1354,-2.317,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.71,5315,78.02,44.94276212838961
1355,-2.699,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.89,5315,12.934,44.94276212838961
1356,-4.157,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.8,5315,23.93,44.94276212838961
1357,-4.348,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.56,5315,74.566,44.94276212838961
1358,-4.393,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.3,5315,74.755,44.94276212838961
1359,-9.13,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.8,5315,96.897,44.94276212838961
1360,-6.22,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.8,5315,27.669,44.94276212838961
1361,-6.033,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.32,5315,22.249,44.9427621283896
1362,-8.29,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.52,5315,100.0,44.94276212838961
1363,-6.989,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.32,5315,95.235,44.94276212838961
1364,-6.18,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.17,5315,85.748,44.94276212838961
1365,-5.208,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.63,5315,65.462,44.9427621283896
1366,-8.53,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.14,5315,98.044,44.9427621283896
1367,-9.2,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.21,5315,79.524,44.94276212838961
1368,-6.719,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.68,5315,95.189,44.94276212838961
1369,-7.579,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.64,5315,100.0,44.9427621283896
1370,-4.487,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.18,5315,69.862,44.94276212838961
1371,-3.429,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.16,5315,91.706,44.94276212838961
1372,-5.12,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,535.19,5315,95.357,44.94276212838961
1373,-4.261,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.3,5315,99.446,44.94276212838961
1374,-5.251,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.98,5315,89.692,44.94276212838961
1375,-3.696,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.03,5315,96.923,44.94276212838961
1376,-7.707,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.34,5315,99.059,44.94276212838961
1377,-4.565,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.23,5315,78.218,44.94276212838961
1378,-6.017,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.6,5315,89.321,44.94276212838961
1379,-7.731,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.32,5315,100.0,44.9427621283896
1380,-8.05,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,528.68,5315,90.526,44.94276212838961
1381,-6.473,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.21,5315,99.109,44.94276212838961
1382,-5.505,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,528.62,5315,88.02,44.94276212838961
1383,-5.822,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.11,5315,92.005,44.94276212838961
1384,-4.736,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.78,5315,98.764,44.94276212838961
1385,-5.0,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.63,5315,100.0,44.94276212838961
1386,-5.033,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.13,5315,98.111,44.94276212838961
1387,-4.902,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.38,5315,99.976,44.94276212838961
1388,-3.74,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.29,5315,97.484,44.94276212838961
1389,-3.388,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.37,5315,99.833,44.94276212838961
1390,-3.829,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.74,5315,99.749,44.9427621283896
1391,-2.644,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.46,5315,94.388,44.94276212838961
1392,-2.841,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.3,5315,96.831,44.94276212838961
1393,-3.851,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.7,5315,90.012,44.9427621283896
1394,-4.55,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.14,5315,97.954,44.9427621283896
1395,-5.108,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.99,5315,95.661,44.9427621283896
1396,-1.838,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.69,5315,39.831,44.94276212838961
1397,-2.263,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.53,5315,63.076,44.94276212838961
1398,-3.921,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.36,5315,87.684,44.94276212838961
1399,-4.171,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.5,5315,99.878,44.9427621283896
1400,-2.407,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.0,5315,90.587,44.94276212838961
1401,-2.011,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.25,5315,92.175,44.9427621283896
1402,-0.916,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.97,5315,89.284,44.94276212838961
1403,-0.128,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.18,5315,87.407,44.94276212838961
1404,0.378,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.1,5315,80.0,44.9427621283896
1405,1.666,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.97,5315,73.13,44.94276212838961
1406,-0.834,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.91,5315,86.996,44.94276212838961
1407,-2.256,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.34,5315,94.03,44.94276212838961
1408,-2.374,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.52,5315,99.767,44.94276212838961
1409,0.177,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.8,5315,90.4,44.94276212838961
1410,1.754,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.95,5315,90.2,44.94276212838961
1411,1.543,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.84,5315,82.1,44.94276212838961
1412,0.928,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.72,5315,86.6,44.94276212838961
1413,0.299,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.12,5315,91.1,44.9427621283896
1414,-2.17,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.67,5315,99.568,44.9427621283896
1415,-2.667,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.49,5315,96.564,44.9427621283896
1416,-3.721,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.86,5315,98.71,44.94276212838961
1417,-2.641,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.85,5315,98.386,44.94276212838961
1418,-0.765,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.21,5315,94.292,44.94276212838961
1419,0.042,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.71,5315,95.8,44.94276212838961
