,T_HMP,WDIR,WS_MAX,SW_IN_AVG,SW_OUT_AVG,LW_IN_AVG,LW_OUT_AVG,PRESS,height,RH,oxypercent
1913,1.275,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,535.68,5315,94.0,44.94276212838961
1914,0.541,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,535.44,5315,96.4,44.94276212838961
1915,0.445,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,535.95,5315,95.4,44.94276212838961
1916,0.373,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,536.14,5315,97.4,44.94276212838961
1917,-0.57,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,536.21,5315,95.422,44.94276212838961
1918,0.688,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,537.05,5315,75.93,44.9427621283896
1919,-0.582,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,537.04,5315,92.014,44.9427621283896
1920,-0.447,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,536.84,5315,92.798,44.94276212838962
1921,-0.306,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,536.49,5315,94.578,44.94276212838961
1922,0.068,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,537.3,5315,93.9,44.94276212838961
1923,-0.132,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,537.17,5315,99.927,44.94276212838961
1924,0.528,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,536.01,5315,88.8,44.94276212838961
1925,-1.873,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,536.37,5315,100.0,44.94276212838961
1926,-2.002,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,536.36,5315,100.0,44.94276212838961
1927,-3.485,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.46,5315,100.0,44.94276212838961
1928,-0.021,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,535.72,5315,19.174,44.94276212838961
1929,-3.042,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,536.51,5315,90.225,44.94276212838962
1930,-5.231,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,535.81,5315,100.0,44.94276212838961
1931,-6.813,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.44,5315,100.0,44.94276212838961
1932,-6.056,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.68,5315,100.0,44.94276212838961
1933,-5.487,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.63,5315,100.0,44.94276212838961
1934,-4.925,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,535.35,5315,92.339,44.94276212838961
1935,-0.149,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,536.0,5315,36.412,44.9427621283896
1936,-1.887,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.07,5315,19.757,44.9427621283896
1937,-2.765,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.5,5315,13.939,44.9427621283896
1938,-5.125,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.17,5315,27.736,44.9427621283896
1939,-5.304,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.31,5315,18.422,44.94276212838961
1940,-6.871,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.6,5315,50.449,44.94276212838961
1941,-7.702,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.9,5315,89.343,44.94276212838961
1942,-3.492,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.8,5315,22.832,44.94276212838961
1943,-0.619,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.06,5315,8.46,44.9427621283896
1944,0.771,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.04,5315,7.574,44.94276212838961
1945,-1.672,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.0,5315,25.132,44.94276212838961
1946,0.393,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.33,5315,15.81,44.94276212838961
1947,0.101,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.93,5315,34.44,44.94276212838961
1948,1.46,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.92,5315,21.4,44.94276212838961
1949,1.933,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.37,5315,9.2,44.9427621283896
1950,-1.878,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.13,5315,33.289,44.94276212838961
1951,-0.754,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.15,5315,5.435,44.94276212838961
1952,-2.371,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.33,5315,6.35,44.94276212838961
1953,-0.5,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.51,5315,9.737,44.94276212838961
1954,-0.649,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,535.43,5315,21.031,44.94276212838961
1955,-0.508,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.49,5315,34.056,44.94276212838961
1956,0.541,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.43,5315,42.23,44.94276212838961
1957,-1.665,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.33,5315,63.198,44.94276212838961
1958,-1.973,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.15,5315,56.772,44.94276212838961
1959,-5.227,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,528.96,5315,23.849,44.94276212838961
1960,-8.29,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.82,5315,89.337,44.94276212838961
1961,-4.801,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.93,5315,38.221,44.94276212838961
1962,-7.835,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.02,5315,61.555,44.94276212838961
1963,-8.14,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.43,5315,67.133,44.9427621283896
1964,-4.698,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.11,5315,26.865,44.94276212838961
1965,-1.343,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.98,5315,9.806,44.94276212838961
1966,-1.125,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.49,5315,5.811,44.94276212838961
1967,-2.247,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.38,5315,13.838,44.94276212838961
1968,0.209,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,535.9,5315,25.52,44.9427621283896
1969,0.659,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,536.31,5315,21.05,44.94276212838962
1970,-0.433,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,535.24,5315,57.921,44.94276212838961
1971,-1.846,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.81,5315,26.315,44.9427621283896
1972,-3.447,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.35,5315,32.552,44.9427621283896
1973,-7.782,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.78,5315,41.544,44.94276212838961
1974,-4.182,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.78,5315,41.872,44.94276212838961
1975,-4.881,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.08,5315,10.572,44.9427621283896
1976,-8.66,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.45,5315,41.002,44.9427621283896
1977,-11.91,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.63,5315,100.0,44.94276212838961
1978,-9.18,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.19,5315,41.714,44.9427621283896
1979,-5.635,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.72,5315,14.023,44.9427621283896
1980,-5.001,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.55,5315,24.751,44.94276212838961
1981,-7.943,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.4,5315,8.109,44.94276212838961
1982,-6.822,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.0,5315,7.913,44.94276212838961
1983,-7.095,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.57,5315,12.322,44.9427621283896
1984,-6.869,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.88,5315,26.353,44.94276212838961
1985,-12.18,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,527.63,5315,61.739,44.94276212838961
1986,-14.71,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,527.41,5315,83.933,44.9427621283896
1987,-13.06,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,528.45,5315,66.216,44.94276212838961
1988,-14.3,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,526.67,5315,95.355,44.94276212838961
1989,-13.18,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,524.89,5315,28.656,44.94276212838961
1990,-12.4,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,526.56,5315,74.286,44.94276212838961
1991,-14.55,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,525.14,5315,100.0,44.94276212838961
1992,-15.71,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,524.7,5315,100.0,44.94276212838961
1993,-10.98,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,526.78,5315,44.463,44.9427621283896
1994,-12.07,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,526.79,5315,39.701,44.94276212838961
1995,-13.15,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,527.49,5315,100.0,44.9427621283896
1996,-15.37,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,526.22,5315,100.0,44.94276212838961
1997,-14.9,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,528.54,5315,79.719,44.94276212838961
1998,-11.19,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.78,5315,30.277,44.94276212838961
1999,-11.65,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.41,5315,27.4,44.94276212838961
2000,-10.11,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.35,5315,20.129,44.94276212838961
2001,-9.85,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,528.92,5315,20.219,44.94276212838961
2002,-8.8,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.93,5315,43.778,44.94276212838961
2003,-6.5,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.27,5315,41.286,44.94276212838961
2004,-7.243,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.35,5315,41.349,44.94276212838961
2005,-10.07,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.12,5315,58.262,44.94276212838961
2006,-11.31,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.98,5315,99.334,44.94276212838961
2007,-11.21,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,528.67,5315,88.11,44.94276212838961
2008,-13.67,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,528.65,5315,100.0,44.94276212838961
2009,-13.0,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,527.31,5315,48.756,44.9427621283896
2010,-16.07,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,524.54,5315,61.741,44.94276212838961
2011,-12.95,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,526.2,5315,49.311,44.94276212838961
2012,-13.56,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,526.62,5315,59.814,44.94276212838961
2013,-14.77,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,526.17,5315,100.0,44.9427621283896
2014,-11.02,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.41,5315,18.791,44.94276212838961
2015,-11.92,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.72,5315,87.223,44.94276212838961
2016,-13.45,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,526.08,5315,84.989,44.94276212838961
2017,-10.7,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,524.6,5315,45.302,44.94276212838961
2018,-15.52,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,521.15,5315,100.0,44.94276212838961
2019,-14.76,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,522.0,5315,100.0,44.94276212838961
2020,-10.68,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,522.22,5315,81.918,44.94276212838961
2021,-12.17,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,522.71,5315,27.765,44.94276212838961
2022,-13.77,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,522.38,5315,38.835,44.9427621283896
2023,-10.77,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,522.81,5315,15.936,44.94276212838961
2024,-17.32,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,521.31,5315,100.0,44.94276212838961
2025,-17.34,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,520.6,5315,100.0,44.9427621283896
2026,-10.16,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,523.85,5315,9.019,44.9427621283896
2027,-5.307,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,525.09,5315,13.746,44.94276212838961
2028,-6.549,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,523.95,5315,19.123,44.9427621283896
2029,-8.81,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,522.8,5315,32.761,44.9427621283896
2030,-14.9,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,518.41,5315,100.0,44.94276212838961
2031,-7.609,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,523.66,5315,35.251,44.94276212838961
2032,-14.2,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,523.73,5315,91.108,44.94276212838961
2033,-16.94,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,518.59,5315,91.155,44.94276212838961
2034,-17.76,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,519.91,5315,93.309,44.94276212838961
2035,-7.697,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,526.65,5315,24.007,44.9427621283896
2036,-7.165,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,525.06,5315,21.753,44.94276212838961
2037,-8.47,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,524.62,5315,29.939,44.94276212838961
2038,-12.64,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,525.37,5315,45.187,44.94276212838961
2039,-14.33,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,524.47,5315,99.548,44.94276212838961
2040,-15.36,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,522.31,5315,100.0,44.94276212838961
2041,-11.27,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,525.87,5315,66.079,44.94276212838961
2042,-6.824,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,526.21,5315,10.427,44.9427621283896
2043,-8.06,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,527.29,5315,11.144,44.94276212838961
2044,-9.15,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,525.37,5315,32.218,44.94276212838961
2045,-13.03,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,522.69,5315,100.0,44.94276212838961
2046,-5.626,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,523.85,5315,23.522,44.9427621283896
2047,-6.28,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,525.66,5315,10.647,44.94276212838961
2048,-11.54,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,522.91,5315,34.452,44.94276212838961
2049,-16.93,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,517.54,5315,97.745,44.94276212838961
2050,-15.46,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,520.9,5315,100.0,44.94276212838961
2051,-6.678,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,526.74,5315,28.865,44.94276212838961
2052,-8.19,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.32,5315,48.136,44.9427621283896
2053,-9.64,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.02,5315,38.952,44.94276212838961
2054,-13.24,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,527.49,5315,78.343,44.9427621283896
2055,-12.25,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,528.76,5315,100.0,44.9427621283896
2056,-10.19,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,528.11,5315,26.588,44.94276212838961
2057,-9.31,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,528.73,5315,11.057,44.94276212838961
2058,-11.04,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.53,5315,84.693,44.9427621283896
2059,-10.35,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.31,5315,98.014,44.94276212838961
2060,-7.788,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.91,5315,36.265,44.9427621283896
2061,-6.391,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.01,5315,14.024,44.94276212838961
2062,-6.622,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.9,5315,10.566,44.94276212838961
2063,-5.558,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.2,5315,65.089,44.94276212838961
2064,-6.946,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.86,5315,51.462,44.94276212838961
2065,-6.851,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.41,5315,44.588,44.9427621283896
2066,-7.204,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.42,5315,88.571,44.94276212838961
2067,-6.968,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.03,5315,50.97,44.94276212838961
2068,-8.57,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.37,5315,89.266,44.94276212838961
2069,-7.944,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.57,5315,93.349,44.9427621283896
2070,-5.474,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.8,5315,83.234,44.94276212838961
2071,-7.057,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,535.98,5315,92.62,44.94276212838961
2072,-6.291,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.75,5315,99.247,44.94276212838961
2073,-5.398,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.17,5315,93.408,44.94276212838961
2074,-1.865,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,535.57,5315,72.383,44.94276212838961
2075,-1.469,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,535.95,5315,89.966,44.94276212838961
2076,-0.634,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.17,5315,90.752,44.9427621283896
2077,-2.586,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.37,5315,90.54,44.94276212838961
2078,-2.736,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.11,5315,92.111,44.94276212838961
2079,-3.259,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.42,5315,91.14,44.94276212838961
2080,-4.006,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.11,5315,95.348,44.94276212838961
2081,-5.019,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.52,5315,92.426,44.94276212838961
2082,-5.079,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.93,5315,95.108,44.94276212838961
2083,-4.714,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.02,5315,100.0,44.94276212838961
2084,-1.719,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.24,5315,96.997,44.94276212838961
2085,1.246,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.75,5315,45.23,44.94276212838961
2086,2.671,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.2,5315,63.97,44.9427621283896
2087,-0.973,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.71,5315,98.014,44.94276212838961
2088,-1.065,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.5,5315,88.908,44.9427621283896
2089,-0.358,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.46,5315,90.812,44.94276212838961
2090,-0.894,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,535.79,5315,91.383,44.9427621283896
2091,-1.29,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.19,5315,89.405,44.94276212838961
2092,-1.042,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.87,5315,68.838,44.94276212838961
2093,-1.554,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,535.72,5315,94.101,44.94276212838961
2094,-1.76,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,536.0,5315,90.322,44.9427621283896
2095,-1.333,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,535.12,5315,72.607,44.94276212838961
